id,woj,public,size,nace,nace_division,vacancies
27350,14,1,Large,O,84,2
26705,14,1,Large,O,84,1
257456,24,1,Large,O,84,2
183657,16,1,Medium,O,84,0
200042,18,1,Medium,O,84,0
26050,14,1,Large,R,91,4
27351,14,1,Large,R,91,2
26707,14,1,Large,R,91,0
36224,20,1,Medium,R,91,0
6177,04,1,Medium,R,91,0
39294,22,1,Large,R,91,0
45664,24,1,Large,R,91,0
49525,26,1,Medium,R,91,0
102014,32,1,Medium,R,91,0
40795,22,1,Medium,R,91,0
21050,12,1,Large,R,91,1
9991,06,1,Large,R,91,0
16347,10,1,Large,R,91,0
52424,28,1,Medium,R,91,0
31198,16,1,Medium,R,91,1
57947,30,1,Large,R,91,2
34436,18,1,Medium,R,91,2
60658,32,1,Large,R,91,0
27352,14,1,Large,R,91,0
4075,02,1,Large,R,91,2
12103,08,1,Medium,R,91,0
26708,14,1,Large,R,91,1
27353,14,1,Large,P,85,0
21051,12,1,Large,P,85,0
21052,12,1,Large,P,85,5
16348,10,1,Large,P,85,1
57948,30,1,Large,P,85,0
3809,02,1,Large,P,85,19
7097,04,1,Large,P,85,1
6178,04,1,Large,P,85,18
39295,22,1,Large,P,85,0
45665,24,1,Large,P,85,23
9992,06,1,Large,P,85,0
19834,12,1,Large,P,85,0
31199,16,1,Large,P,85,0
49526,26,1,Large,P,85,0
16876,10,1,Large,P,85,0
40796,22,1,Large,P,85,0
25569,14,1,Large,P,85,0
26709,14,1,Large,P,85,0
44404,24,1,Large,P,85,2
26051,14,1,Large,P,85,0
21053,12,1,Large,P,85,0
57949,30,1,Large,P,85,0
3218,02,1,Large,P,85,0
2608,02,1,Large,P,85,0
45666,24,1,Large,P,85,3
27354,14,1,Large,P,85,16
25093,14,1,Large,P,85,0
21054,12,1,Large,P,85,0
19835,12,1,Large,P,85,0
19836,12,1,Large,J,62,0
16126,10,1,Large,P,85,12
58366,30,1,Large,P,85,6
4076,02,1,Large,P,85,0
39296,22,1,Large,P,85,0
45017,24,1,Large,P,85,0
44405,24,1,Large,P,85,0
36225,20,1,Large,P,85,0
6179,04,1,Large,P,85,0
5331,04,1,Large,A,01,2
49527,26,1,Large,P,85,0
60390,32,1,Large,P,85,0
9993,06,1,Large,P,85,0
31200,16,1,Large,P,85,0
34437,18,1,Large,P,85,0
28397,14,1,Large,P,85,0
74936,10,1,Large,M,72,0
21055,12,1,Large,P,85,0
57416,30,1,Large,P,85,0
257344,30,1,Large,A,01,0
92502,30,1,Large,A,01,0
252599,30,1,Large,M,72,0
53777,30,1,Large,A,02,0
4077,02,1,Large,P,85,0
9994,06,1,Large,P,85,0
25916,14,1,Large,P,85,13
27355,14,1,Large,P,85,0
27356,14,1,Large,O,84,81
27357,14,1,Large,K,64,0
27358,14,1,Large,K,64,0
36226,20,1,Large,K,64,0
6180,04,1,Large,K,64,0
39297,22,1,Large,K,64,0
45667,24,1,Large,K,64,0
21056,12,1,Large,K,64,0
9995,06,1,Large,K,64,0
16349,10,1,Large,K,64,0
52425,28,1,Large,K,64,0
57950,30,1,Large,K,64,0
34438,18,1,Large,K,64,0
60659,32,1,Large,K,64,0
3810,02,1,Large,K,64,0
49528,26,1,Large,K,64,0
31201,16,1,Large,K,64,0
12909,08,1,Large,K,64,0
29026,14,0,Large,K,64,0
254315,14,0,Large,K,64,0
20531,12,0,Large,K,64,0
36227,20,0,Large,K,64,0
15891,10,0,Large,K,64,0
18543,12,0,Large,K,64,0
52426,28,0,Large,K,64,0
31202,16,0,Large,K,64,0
57952,30,0,Large,K,64,0
34439,18,0,Large,K,64,0
60660,32,0,Large,K,64,0
21792,12,0,Large,K,64,0
12910,08,0,Large,K,64,0
6181,04,0,Large,K,64,0
40981,22,0,Large,K,64,0
45668,24,0,Large,K,64,0
49529,26,0,Large,K,64,0
60391,32,0,Large,K,64,0
21057,12,0,Large,K,64,0
9996,06,0,Large,K,64,0
39298,22,0,Large,K,64,0
40262,22,0,Large,K,64,0
45018,24,0,Large,K,64,0
43627,24,0,Large,K,64,0
36962,20,0,Large,K,64,0
32508,18,0,Large,K,64,0
21058,12,0,Large,K,64,0
32139,18,0,Large,K,64,0
31991,18,0,Large,K,64,0
8253,06,0,Large,K,64,0
243367,06,0,Large,K,64,0
9861,06,0,Large,K,64,0
31701,18,0,Large,K,64,0
149982,28,0,Large,K,64,0
90854,28,0,Large,K,64,0
190892,18,0,Large,K,64,0
10857,06,0,Large,K,64,0
9495,06,0,Large,K,64,0
34990,18,0,Large,K,64,0
49373,26,0,Large,K,64,0
33735,18,0,Large,K,64,0
33572,18,0,Large,K,64,0
48881,26,0,Large,K,64,0
34440,18,0,Large,K,64,0
33286,18,0,Large,K,64,0
34290,18,0,Large,K,64,0
48556,26,0,Large,K,64,0
32793,18,0,Large,K,64,0
8819,06,0,Large,K,64,0
32686,18,0,Large,K,64,0
49154,26,0,Large,K,64,0
6182,04,0,Large,K,64,0
247538,30,0,Large,K,64,0
106638,08,0,Large,K,64,0
60221,32,0,Large,K,64,0
6928,04,0,Large,K,64,0
252369,10,0,Large,K,64,0
16877,10,0,Large,K,64,0
14457,10,0,Large,K,64,0
15229,10,0,Large,K,64,0
7569,04,0,Large,K,64,0
13514,10,0,Large,K,64,0
152220,30,0,Large,K,64,0
31203,16,0,Large,K,64,0
27362,14,0,Large,K,64,0
50838,28,0,Large,K,64,0
50546,28,0,Large,K,64,0
172227,32,0,Large,K,64,0
49014,26,0,Large,K,64,0
48625,26,0,Large,K,64,0
210896,18,0,Large,K,64,0
259035,18,0,Large,K,64,0
31012,16,0,Large,K,64,0
30433,16,0,Large,K,64,0
30075,16,0,Large,K,64,0
29843,16,0,Large,K,64,0
257882,02,0,Large,K,64,0
44407,24,0,Large,K,64,0
29579,16,0,Large,K,64,0
161350,10,0,Large,K,64,0
182470,30,0,Large,K,64,0
253983,10,0,Large,K,64,0
257535,30,0,Large,K,64,0
198225,14,0,Large,K,64,0
59996,32,0,Large,K,64,0
34102,18,0,Large,K,64,0
9997,06,0,Large,K,64,0
8370,06,0,Large,K,64,0
8605,06,0,Large,K,64,0
9402,06,0,Large,K,64,0
9060,06,0,Large,K,64,0
9998,06,0,Large,K,64,0
9999,06,0,Large,K,64,0
9403,06,0,Large,K,64,0
246611,32,0,Large,K,64,0
59816,32,0,Large,K,64,0
60661,32,0,Large,K,64,0
162188,32,0,Large,K,64,0
60662,32,0,Large,K,64,0
248997,32,0,Large,K,64,0
108521,10,0,Large,K,64,0
14163,10,0,Large,K,64,0
15376,10,0,Large,K,64,0
49530,26,0,Large,K,64,0
120445,24,0,Large,K,64,0
3812,02,0,Large,K,64,0
12911,08,0,Large,K,64,0
254692,14,0,Large,K,64,0
43628,24,0,Large,K,64,0
18881,12,0,Large,K,64,0
19618,12,0,Large,K,64,0
45019,24,0,Large,K,64,0
46792,24,0,Large,K,64,0
49531,26,0,Large,K,64,0
20533,12,0,Large,K,64,0
20284,12,0,Large,K,64,0
21060,12,0,Large,K,64,0
21061,12,0,Large,K,64,0
21588,12,0,Large,K,64,0
34442,18,0,Large,K,64,0
31790,18,0,Large,K,64,0
146914,24,0,Large,K,64,0
48016,26,0,Large,K,64,0
59157,32,0,Large,K,64,0
48415,26,0,Large,K,64,0
6183,04,0,Large,K,64,0
48626,26,0,Large,K,64,0
49015,26,0,Large,K,64,0
31204,16,0,Large,K,64,0
36230,20,0,Large,K,64,0
35412,20,0,Large,K,64,0
50340,28,0,Large,K,64,0
39301,22,0,Large,K,64,0
10001,06,0,Large,K,64,0
16353,10,0,Large,K,64,0
52427,28,0,Large,K,64,0
50547,28,0,Large,K,64,0
3219,02,0,Large,K,64,0
259087,14,0,Large,K,64,0
147011,24,0,Large,K,64,0
27364,14,0,Large,K,64,0
29028,14,0,Large,K,65,0
27365,14,1,Large,K,64,18
7099,04,1,Large,K,64,0
49532,26,1,Large,K,64,0
29461,14,1,Large,O,84,64
36232,20,1,Large,O,84,13
17351,12,1,Large,O,84,0
43629,24,1,Large,O,84,0
7959,06,1,Large,O,84,2
6184,04,1,Large,O,84,10
44227,24,1,Large,O,84,29
44408,24,1,Large,O,84,9
12912,08,1,Large,O,84,22
15230,10,1,Large,O,84,0
47603,24,1,Large,O,84,0
34443,18,1,Large,O,84,0
4207,02,1,Large,O,84,0
54878,30,1,Large,O,84,7
46793,24,1,Large,O,84,6
26941,14,1,Large,O,84,0
31206,16,1,Large,O,84,0
3220,02,1,Large,O,84,43
57417,30,1,Large,O,84,11
14913,10,1,Large,O,84,0
25303,14,1,Large,O,84,0
27367,14,1,Large,O,84,0
60667,32,1,Large,O,84,23
40798,22,1,Large,O,84,0
21589,12,1,Large,O,84,13
25570,14,1,Large,O,84,1
52428,28,1,Large,O,84,11
25094,14,1,Large,O,84,17
21063,12,1,Large,O,84,33
16127,10,1,Large,O,84,5
47094,24,1,Large,O,84,0
60393,32,1,Large,O,84,5
10002,06,1,Large,O,84,11
2741,02,1,Large,O,84,0
49533,26,1,Large,O,84,7
57660,30,1,Large,O,84,41
32140,18,1,Large,O,84,0
7100,04,1,Large,O,84,21
39302,22,1,Large,O,84,33
12541,08,1,Large,O,84,0
54553,30,1,Large,O,84,11
26052,14,1,Large,O,84,42
52166,28,1,Large,O,84,0
78096,12,1,Large,O,84,11
26053,14,1,Large,M,72,0
57955,30,1,Large,M,72,0
53915,30,0,Large,B,05,0
56231,30,0,Large,B,05,0
56851,30,1,Large,P,85,0
25686,14,1,Large,M,72,0
84318,20,1,Large,M,72,1
85590,22,1,Large,M,72,0
33392,18,1,Large,M,72,0
15892,10,1,Large,M,72,0
32425,18,0,Large,C,25,2
45020,24,1,Large,M,72,4
21064,12,1,Large,M,72,0
34103,18,1,Large,M,72,0
246410,24,1,Large,B,05,0
45672,24,1,Large,M,72,0
42260,24,1,Large,M,72,0
162895,24,1,Large,P,85,0
169566,24,1,Large,P,85,0
17439,12,1,Large,P,85,0
161195,24,1,Large,E,38,8
49277,26,1,Large,B,08,4
44410,24,1,Large,P,85,0
177041,24,1,Medium,I,55,1
44228,24,1,Large,D,35,0
4208,02,1,Large,C,19,0
47606,24,1,Large,M,72,0
44839,24,1,Large,P,85,0
177468,16,1,Medium,P,85,0
244001,16,1,Medium,P,85,0
3814,02,0,Large,E,38,0
188064,24,0,Large,E,38,0
45022,24,1,Large,M,72,0
18735,12,0,Large,C,24,10
42870,24,0,Large,C,24,1
969,02,1,Large,P,85,0
250,02,1,Large,P,85,0
45023,24,1,Large,M,72,0
2743,02,1,Large,C,24,0
17828,12,1,Large,M,72,0
48416,26,0,Large,C,24,0
258315,10,1,Large,P,85,0
97119,30,0,Large,M,71,0
57662,30,1,Large,M,72,0
39303,22,1,Large,M,71,3
49126,26,0,Large,B,08,0
39304,22,0,Large,C,33,0
40268,22,1,Large,C,33,10
20534,12,1,Large,M,72,0
45025,24,1,Large,M,72,0
29462,14,1,Large,M,72,0
251,02,0,Large,C,25,0
29029,14,1,Large,M,70,0
33737,18,1,Large,P,85,0
57663,30,1,Large,M,72,0
54819,30,1,Large,P,85,0
19838,12,1,Large,M,72,0
57664,30,1,Large,M,72,0
3815,02,1,Large,P,85,0
54554,30,1,Large,P,85,0
28812,14,1,Large,M,72,5
251381,10,0,Large,C,32,2
4427,04,0,Large,C,29,0
27220,14,1,Large,M,72,12
33573,18,1,Large,P,85,0
34004,18,0,Large,C,28,0
3621,02,1,Large,P,85,0
32795,18,1,Large,P,85,0
56651,30,1,Large,P,85,0
200165,18,1,Large,P,85,0
34445,18,1,Large,P,85,0
9404,06,1,Large,P,85,0
28813,14,1,Large,M,72,0
34292,18,0,Large,C,27,0
181093,02,1,Medium,P,85,0
28632,14,1,Large,M,72,0
45677,24,1,Large,M,72,0
41114,24,1,Large,C,25,0
29030,14,1,Large,P,85,0
80343,14,1,Large,M,72,1
20535,12,1,Large,M,72,0
25917,14,1,Large,M,72,0
27221,14,1,Large,M,72,0
45678,24,0,Large,C,27,0
29844,16,1,Large,P,85,0
21793,12,1,Large,P,85,0
9061,06,1,Large,M,72,1
29845,16,0,Large,M,72,0
19776,12,1,Large,R,91,0
53870,30,1,Large,B,08,0
34991,18,1,Medium,M,70,0
34992,18,1,Large,P,85,0
60668,32,1,Large,C,20,0
32586,18,0,Large,C,20,3
25788,14,1,Large,M,72,6
16129,10,1,Large,M,72,0
29031,14,0,Large,C,21,0
240420,14,0,Large,M,72,0
10003,06,0,Large,C,32,0
29463,14,1,Large,M,72,0
6186,04,1,Large,C,22,0
7101,04,1,Large,M,72,0
23652,14,1,Large,M,72,0
88210,24,1,Large,M,72,0
25095,14,1,Large,H,49,32
29464,14,1,Large,M,72,1
43630,24,0,Large,C,13,0
16131,10,1,Large,M,72,0
49374,26,0,Large,C,14,0
43631,24,0,Large,C,15,1
15595,10,1,Large,M,72,0
16354,10,1,Medium,G,46,0
16661,10,1,Large,M,72,12
59324,32,0,Large,C,10,0
60669,32,0,Large,C,10,0
38681,22,0,Large,C,11,0
53315,30,1,Large,C,10,0
26054,14,1,Large,M,72,0
110514,12,1,Medium,O,84,3
10004,06,1,Medium,O,84,0
9736,06,1,Medium,O,84,0
170210,10,1,Medium,O,84,1
209177,16,1,Medium,O,84,1
30407,16,0,Small,B,08,0
19295,12,0,Large,C,23,0
26055,14,1,Large,M,72,5
31207,16,1,Large,M,72,0
45026,24,1,Large,M,72,0
20285,12,1,Large,M,72,0
26056,14,1,Large,M,72,0
18392,12,0,Large,C,16,0
35413,20,0,Large,F,41,0
36234,20,0,Medium,N,77,4
63174,14,1,Large,F,43,0
20286,12,1,Large,I,55,0
27368,14,1,Large,M,72,0
57956,30,1,Large,M,72,0
27369,14,1,Large,O,84,0
49536,26,0,Large,G,46,0
37912,22,0,Large,C,25,5
51579,28,0,Medium,F,42,0
25789,14,1,Large,F,42,0
9062,06,1,Large,M,72,0
9063,06,1,Large,M,72,0
205780,12,1,Large,A,01,0
24858,14,1,Large,M,72,0
8235,06,1,Large,A,01,0
112002,14,1,Large,M,72,0
24362,14,1,Large,A,01,0
94205,32,1,Large,A,01,0
6187,04,1,Large,M,72,0
77302,12,1,Large,A,01,0
84666,22,1,Large,A,01,0
21066,12,1,Large,M,72,0
5063,04,1,Large,M,72,0
64818,30,1,Large,A,01,1
52429,28,1,Large,M,72,0
57141,30,1,Large,M,72,0
42000,24,1,Large,M,72,0
9064,06,1,Large,M,72,0
27370,14,1,Large,M,72,0
25918,14,1,Large,M,72,0
27371,14,1,Large,R,91,0
6188,04,1,Large,O,84,0
164635,04,1,Large,O,84,0
251378,04,1,Large,O,84,0
45680,24,1,Large,O,84,0
16132,10,1,Large,O,84,1
247737,10,1,Large,O,84,0
10005,06,1,Large,O,84,0
98870,28,1,Large,O,84,0
52430,28,1,Large,M,71,0
3221,02,1,Large,O,84,2
39306,22,1,Large,O,84,7
57142,30,1,Large,O,84,1
49537,26,1,Large,O,84,1
31208,16,1,Large,O,84,0
12913,08,1,Large,O,84,1
60670,32,1,Large,O,84,4
36235,20,1,Large,O,84,0
60394,32,1,Large,O,84,1
38803,22,1,Large,P,85,0
21067,12,1,Large,P,85,0
9012,06,1,Large,P,85,0
13827,10,1,Large,P,85,0
255248,28,1,Medium,P,85,0
61966,04,1,Large,P,85,0
10858,06,1,Large,P,85,0
12542,08,1,Medium,P,85,0
36236,20,1,Large,P,85,0
30914,16,1,Large,P,85,0
163579,30,1,Large,P,85,1
90562,28,1,Large,P,85,0
23393,14,1,Large,P,85,0
35414,20,1,Large,P,85,0
244317,14,1,Large,P,85,0
5749,04,1,Large,P,85,0
38168,22,1,Large,P,85,0
29771,16,1,Large,P,85,0
25571,14,1,Large,P,85,0
50548,28,1,Large,P,85,0
17713,12,1,Large,P,85,0
8103,06,1,Large,P,85,0
107456,10,1,Large,P,85,0
29680,16,1,Large,P,85,0
53594,30,1,Large,P,85,0
36963,20,1,Large,P,85,0
84736,22,1,Large,P,85,0
194872,24,1,Medium,P,85,0
247362,12,1,Medium,P,85,0
51430,28,1,Large,P,85,0
258386,28,1,Large,I,55,0
42519,24,1,Large,P,85,0
252118,10,1,Medium,P,85,0
40799,22,1,Large,P,85,0
30137,16,1,Medium,P,85,0
53886,30,1,Large,P,85,0
22215,14,1,Large,P,85,0
35497,20,1,Large,P,85,0
60222,32,1,Large,P,85,0
30300,16,1,Large,P,85,0
59680,32,1,Large,P,85,0
35576,20,1,Large,P,85,0
30434,16,1,Large,P,85,0
54141,30,1,Large,P,85,0
32418,18,1,Large,P,85,0
179572,08,1,Medium,P,85,0
35733,20,1,Large,P,85,0
19096,12,1,Medium,P,85,0
57005,30,1,Large,P,85,1
37723,22,1,Large,P,85,0
14622,10,1,Large,P,85,0
33504,18,1,Large,P,85,0
60672,32,1,Large,P,85,0
37104,20,1,Large,P,85,0
31013,16,1,Large,P,85,0
21794,12,1,Large,P,85,0
35829,20,1,Large,P,85,0
256077,04,1,Medium,P,85,1
58799,32,1,Large,P,85,1
130287,06,1,Large,P,85,0
197281,04,1,Medium,P,85,0
5422,04,1,Large,P,85,0
56315,30,1,Large,P,85,0
6189,04,1,Large,P,85,0
56488,30,1,Large,P,85,0
247291,30,1,Large,P,85,0
2253,02,1,Large,P,85,0
59286,32,1,Large,P,85,0
26711,14,1,Large,M,70,0
23813,14,1,Large,M,72,0
16357,10,1,Large,M,70,0
23814,14,1,Large,A,02,0
23815,14,1,Large,A,02,0
36237,20,1,Large,A,02,0
40271,22,1,Large,A,02,0
25305,14,1,Large,A,02,0
59997,32,1,Large,A,02,0
19841,12,1,Large,A,02,0
52431,28,1,Large,A,02,0
29580,16,1,Large,A,02,0
57418,30,1,Large,A,02,0
34293,18,1,Large,A,02,0
10007,06,1,Large,A,02,0
12543,08,1,Large,A,02,0
56469,30,1,Large,C,16,11
51875,28,0,Large,C,16,30
41316,24,0,Large,C,20,0
35583,20,0,Large,C,28,0
57419,30,1,Large,M,72,1
11579,08,1,Large,P,85,0
7960,06,1,Large,P,85,0
54555,30,1,Large,P,85,0
29846,16,1,Large,P,85,0
31210,16,1,Large,O,84,3
28815,14,1,Large,H,52,86
20287,12,1,Medium,R,91,0
26712,14,1,Large,M,70,11
27373,14,1,Large,Q,86,0
45681,24,1,Large,L,68,0
21068,12,1,Large,L,68,8
57958,30,1,Large,L,68,7
39309,22,1,Large,L,68,5
29033,14,1,Large,L,68,1
3222,02,1,Large,L,68,3
198084,10,1,Medium,P,85,0
35638,20,0,Large,C,16,0
26942,14,1,Large,I,55,1
26943,14,1,Large,I,55,1
21069,12,1,Large,I,55,0
40272,22,1,Large,I,55,0
60673,32,1,Large,I,55,0
27222,14,1,Large,M,72,0
27223,14,1,Large,M,72,0
45027,24,1,Large,P,85,0
10008,06,1,Large,P,85,0
184542,12,1,Large,P,85,0
3223,02,1,Large,P,85,0
28633,14,1,Large,M,72,0
36238,20,1,Large,O,84,0
201005,24,1,Large,O,84,1
192946,26,1,Medium,O,84,0
10009,06,1,Large,O,84,0
16133,10,1,Large,O,84,0
249811,10,1,Large,O,84,2
31211,16,1,Medium,O,84,1
57959,30,1,Large,O,84,0
34447,18,1,Large,O,84,0
60674,32,1,Large,O,84,0
27376,14,1,Large,O,84,8
3816,02,1,Large,O,84,0
41731,24,0,Large,C,25,0
49538,26,1,Large,C,28,10
34448,18,0,Large,C,21,0
204834,22,0,Medium,H,52,1
28816,14,0,Large,G,47,33
200678,14,0,Small,L,68,0
29035,14,0,Large,M,71,0
38438,22,1,Large,C,10,0
40275,22,1,Large,M,72,0
60677,32,1,Large,M,72,0
59722,32,1,Large,P,85,0
61533,32,1,Large,P,85,0
59158,32,1,Large,P,85,0
39312,22,0,Large,H,52,19
60678,32,1,Large,H,50,0
39313,22,1,Large,H,52,0
40278,22,1,Large,O,84,17
60679,32,1,Large,O,84,17
40801,22,1,Large,O,84,3
174219,32,1,Medium,H,52,0
39314,22,1,Large,M,72,0
40279,22,1,Large,P,85,5
60680,32,1,Large,P,85,4
3817,02,1,Large,O,84,10
44229,24,1,Large,R,93,0
44035,24,1,Large,R,93,0
35415,20,1,Large,E,37,2
35966,20,1,Medium,L,68,1
37106,20,1,Large,H,49,0
60396,32,1,Large,L,68,0
84611,22,1,Medium,L,68,0
14299,10,1,Medium,E,36,0
2745,02,0,Large,D,35,0
252,02,1,Large,L,68,0
34450,18,1,Large,M,71,0
26057,14,1,Large,O,84,10
36241,20,1,Large,O,84,0
6191,04,1,Large,O,84,7
39315,22,1,Large,O,84,6
10011,06,1,Large,O,84,1
52433,28,1,Large,O,84,18
31212,16,1,Large,O,84,19
57960,30,1,Large,O,84,14
34451,18,1,Large,O,84,2
60681,32,1,Large,O,84,21
57961,30,1,Large,O,84,6
21072,12,1,Large,O,84,4
27377,14,1,Large,M,71,0
45684,24,1,Large,O,84,1
45685,24,1,Large,H,52,0
10012,06,1,Large,O,84,0
25097,14,1,Large,R,91,0
39316,22,1,Large,M,71,0
118122,24,1,Large,E,36,0
47004,24,1,Large,C,30,8
57420,30,1,Large,C,33,25
6930,04,1,Large,C,25,0
24645,14,1,Large,C,27,0
9324,06,1,Large,G,45,0
15894,10,1,Large,C,33,0
9325,06,1,Large,C,33,0
6192,04,1,Large,C,33,0
25687,14,1,Large,C,33,0
2182,02,1,Large,C,26,6
22628,14,1,Large,C,27,7
25919,14,1,Large,P,85,21
20288,12,1,Large,P,85,6
58367,30,1,Large,P,85,3
27378,14,1,Large,O,84,4
27379,14,1,Large,O,84,9
29036,14,1,Large,M,72,0
31702,18,1,Large,P,85,0
22071,14,1,Large,P,85,0
9738,06,1,Large,P,85,0
6193,04,1,Medium,R,91,0
36242,20,1,Large,P,85,0
9739,06,1,Large,P,85,0
94016,32,1,Large,P,85,0
21073,12,1,Large,P,85,0
31791,18,1,Large,P,85,0
209261,14,1,Large,P,85,0
36243,20,1,Large,P,85,0
7879,06,1,Large,P,85,0
203601,10,1,Medium,P,85,0
255,02,1,Large,P,85,1
20536,12,1,Large,P,85,0
53146,30,1,Large,P,85,0
17571,12,1,Large,P,85,0
38549,22,1,Large,Q,87,0
29465,14,1,Large,P,85,5
7961,06,1,Large,P,85,0
13517,10,1,Large,P,85,0
53530,30,1,Large,P,85,0
2610,02,1,Large,P,85,0
11155,08,1,Large,P,85,0
26059,14,1,Large,P,85,3
17128,12,1,Large,P,85,0
17572,12,1,Large,P,85,0
58712,32,1,Large,P,85,1
17254,12,1,Large,P,85,0
7962,06,1,Large,P,85,0
31992,18,1,Large,P,85,0
208690,14,1,Large,P,85,0
48017,26,1,Large,P,85,0
162344,12,1,Large,P,85,0
11370,08,1,Large,P,85,0
21075,12,1,Large,P,85,0
7570,04,1,Large,P,85,0
20537,12,1,Large,P,85,0
15598,10,1,Large,P,85,0
6195,04,1,Large,P,85,0
40802,22,1,Large,P,85,0
58985,32,1,Large,P,85,0
22265,14,1,Large,P,85,0
51121,28,1,Large,Q,87,0
29681,16,1,Large,Q,87,0
35584,20,1,Large,P,85,0
6196,04,1,Large,P,85,0
382,02,1,Large,P,85,1
11773,08,1,Large,P,85,0
75452,10,1,Large,P,85,0
35663,20,1,Large,P,85,0
18024,12,1,Large,P,85,0
18180,12,1,Large,P,85,0
9863,06,1,Large,P,85,0
32142,18,1,Large,P,85,0
427,02,1,Large,P,85,0
36965,20,1,Large,P,85,0
6197,04,1,Large,P,85,0
18245,12,1,Large,P,85,0
9864,06,1,Large,P,85,0
56853,30,1,Large,P,85,0
51431,28,1,Large,P,85,0
6198,04,1,Large,P,85,0
21591,12,1,Large,P,85,0
57007,30,1,Large,P,85,0
12488,08,1,Large,P,85,0
32143,18,1,Large,Q,87,0
211618,14,1,Large,P,85,1
20538,12,1,Large,P,85,0
6199,04,1,Large,P,85,0
9865,06,1,Large,P,85,0
2611,02,1,Large,P,85,0
21077,12,1,Large,P,85,0
37390,22,1,Large,P,85,0
14165,10,1,Large,P,85,0
12138,08,1,Large,P,85,1
22522,14,1,Large,P,85,0
37264,22,1,Large,P,85,0
2612,02,1,Large,P,85,0
135873,12,1,Large,P,85,0
15599,10,1,Large,P,85,1
37107,20,1,Large,P,85,1
6931,04,1,Large,P,85,0
176440,30,1,Large,P,85,0
34106,18,1,Large,P,85,0
59817,32,1,Large,P,85,0
12269,08,1,Large,P,85,0
255460,12,1,Large,P,85,0
15895,10,1,Large,P,85,0
3229,02,1,Large,P,85,0
36075,20,1,Large,P,85,0
37962,22,1,Large,P,85,0
14055,10,1,Large,P,85,0
21795,12,1,Large,P,85,0
8162,06,1,Large,P,85,0
34107,18,1,Large,P,85,0
59818,32,1,Large,P,85,0
80871,14,1,Large,Q,87,0
35095,20,1,Large,P,85,0
6933,04,1,Large,P,85,0
65264,22,1,Large,P,85,0
60397,32,1,Large,P,85,0
34108,18,1,Large,P,85,1
59819,32,1,Large,P,85,0
20291,12,1,Large,P,85,0
3230,02,1,Large,P,85,0
36244,20,1,Large,P,85,0
40803,22,1,Large,P,85,0
105489,06,1,Large,P,85,0
245327,04,1,Large,P,85,0
40804,22,1,Large,P,85,0
17129,12,1,Large,P,85,0
102673,02,1,Large,P,85,0
34109,18,1,Large,Q,87,0
36245,20,1,Large,P,85,0
25306,14,1,Large,P,85,0
36246,20,1,Large,P,85,0
5204,04,1,Large,P,85,0
18025,12,1,Large,P,85,0
27381,14,1,Large,P,85,0
16361,10,1,Large,P,85,1
18181,12,1,Large,P,85,0
27382,14,1,Large,Q,87,0
3231,02,1,Large,P,85,0
36247,20,1,Large,P,85,2
25307,14,1,Large,P,85,0
173868,22,1,Medium,P,85,0
18545,12,1,Large,P,85,0
32313,18,1,Large,P,85,0
60682,32,1,Large,R,90,1
3232,02,1,Large,P,85,2
4594,04,1,Large,P,85,0
25308,14,1,Large,P,85,0
18780,12,1,Large,P,85,0
11372,08,1,Large,P,85,0
30435,16,1,Large,P,85,0
22765,14,1,Large,P,85,0
2747,02,1,Large,P,85,0
59159,32,1,Large,P,85,0
20539,12,1,Large,P,85,0
21796,12,1,Large,P,85,0
14458,10,1,Large,P,85,0
31213,16,1,Large,P,85,0
27383,14,1,Large,P,85,0
60683,32,1,Large,P,85,0
20293,12,1,Large,P,85,0
7103,04,1,Large,P,85,0
40281,22,1,Large,P,85,0
8489,06,1,Large,P,85,0
56489,30,1,Large,P,85,0
7104,04,1,Large,P,85,0
40282,22,1,Large,P,85,0
10013,06,1,Large,P,85,0
14459,10,1,Large,P,85,0
32509,18,1,Large,P,85,0
60685,32,1,Large,P,85,0
36966,20,1,Large,P,85,0
7105,04,1,Large,P,85,0
43426,24,1,Large,P,85,0
14460,10,1,Large,P,85,0
31214,16,1,Large,P,85,0
894,02,1,Large,P,85,0
52123,28,1,Large,P,85,0
7106,04,1,Large,P,85,1
17255,12,1,Large,P,85,0
10014,06,1,Large,P,85,0
14623,10,1,Large,P,85,0
970,02,1,Large,P,85,0
194804,18,1,Medium,P,85,0
137166,14,1,Large,P,85,0
36158,20,1,Large,P,85,0
17829,12,1,Large,P,85,0
10015,06,1,Large,P,85,0
14692,10,1,Large,P,85,0
32796,18,1,Large,P,85,0
94323,32,1,Large,Q,87,0
65265,04,1,Large,P,85,0
18217,12,1,Large,P,85,0
10016,06,1,Large,P,85,0
31215,16,1,Large,P,85,0
114979,18,1,Large,P,85,0
1198,02,1,Large,P,85,0
40805,22,1,Large,P,85,0
52435,28,1,Large,P,85,0
59608,32,1,Large,Q,87,0
7572,04,1,Large,P,85,0
21592,12,1,Large,P,85,0
17022,10,1,Large,P,85,0
5119,04,1,Large,P,85,1
115070,18,1,Large,P,85,0
224774,18,1,Large,I,55,0
192217,32,1,Medium,P,85,0
60398,32,1,Large,Q,87,0
254955,12,1,Large,P,85,0
17023,10,1,Large,P,85,0
1248,02,1,Large,P,85,0
21593,12,1,Large,P,85,0
10018,06,1,Large,P,85,0
